time,temperature,humidity,pressure,people
2020-07-08 21:05:00+00:00,30.6,37.4,1020.5,1.0
2020-07-08 21:10:00+00:00,30.55,37.5,1020.5,0.0
2020-07-08 21:15:00+00:00,30.5,37.5,1020.5,0.0
2020-07-08 21:20:00+00:00,30.55,37.5,1020.5,0.0
2020-07-08 21:25:00+00:00,30.45,37.5,1020.5,0.0
2020-07-08 21:30:00+00:00,30.45,37.5,1020.5,1.0
2020-07-08 21:35:00+00:00,30.45,37.6,1020.5,1.0
2020-07-08 21:40:00+00:00,30.4,37.7,1020.5,1.0
2020-07-08 21:45:00+00:00,30.45,37.8,1020.5,1.0
2020-07-08 21:50:00+00:00,30.45,37.849999999999994,1020.5,1.0
2020-07-08 21:55:00+00:00,30.3,37.8,1020.5,1.0
2020-07-08 22:00:00+00:00,30.2,38.45,1020.5,1.0
2020-07-08 22:05:00+00:00,30.0,39.5,1020.5,1.0
2020-07-08 22:10:00+00:00,30.0,39.7,1020.5,1.0
2020-07-08 22:15:00+00:00,29.95,39.9,1020.5,1.0
2020-07-08 22:20:00+00:00,29.8,39.95,1020.5,1.0
2020-07-08 22:25:00+00:00,29.85,40.05,1020.5,1.0
2020-07-08 22:30:00+00:00,29.9,40.0,1020.5,1.0
2020-07-08 22:35:00+00:00,29.8,39.9,1020.5,1.0
2020-07-08 22:40:00+00:00,29.8,39.9,1020.5,1.0
2020-07-08 22:45:00+00:00,29.75,40.0,1020.5,1.0
2020-07-08 22:50:00+00:00,29.6,40.2,1020.5,1.0
2020-07-08 22:55:00+00:00,29.7,40.4,1020.5,1.0
2020-07-08 23:00:00+00:00,29.8,40.4,1020.6666666666666,1.0
2020-07-08 23:05:00+00:00,29.9,40.2,1020.3333333333334,1.0
2020-07-08 23:10:00+00:00,29.9,40.1,1020.5,1.0
2020-07-08 23:15:00+00:00,29.9,40.7,1020.6666666666666,1.0
